ego	alter	pair	ell	t0ix	tfix	nix	stE	E
0xca	-0x667bef60c6b2ee52	0x158d31d59d440c0b	0	366	543	1	0	0
0x56	0x964b408c6a0bee5	0x15964363b53f5056	0	447	448	1	0	0
0xf9	0x748854b8ff2b6fac	0x1598c69cf47f6519	0	216	507	1	0	0
0x4e	0x2eeffc4df05b9b58	0x15a09746f8e9c672	0	529	529	2	0	0
0x42	0x404c8247a32a42b3	0x15a2cdd7290e1272	0	535	535	1	0	0
0xc2	-0x1cb2e8276b0de34f	0x15a89e4b4c534779	0	78	270	2	0	0
0xf6	0x11ff9aaedbc20d13	0x15a9eb90c45c2f9c	0	260	563	1	0	0
0x46	0x46b1cf84d30af5cf	0x15ad55771b3cd337	2	96	98	2	0	0
0xc4	-0x58e879fb240cac63	0x15b5e9946d6ca6a1	0	232	406	2	0	0
0xc3	-0x68280be46f3ab12b	0x15bbd87c8ccc1834	0	317	489	1	0	0
0xe3	-0x2bbe50418d5d06a6	0x15bbf9b085427bb0	1	56	326	2	0	0
0x59	-0x1c6aecf62be1ca28	0x15beeacdda2d6711	0	337	354	1	0	0
0xe3	0x68076a41339a71e6	0x15cb1f2bfe2f664e	0	335	604	1	1	1
0x109	0x2c27a013210f436d	0x15d051f67dc9259	0	154	501	1	0	0
0xfb	-0x592b89f258633127	0x15d56ef50bbf74fb	0	354	623	1	0	0
0xc9	0x7b8ab9cb265ac946	0x15e23047ab68f45d	0	406	588	1	0	0
0x29	0x68f77f7f220fb271	0x15e5517495c7ec40	2	339	342	3	0	0
0x10a	-0x5289abb1e0e4c303	0x15f5dcbdc8c4c9e7	38	170	538	3	0	0
0x4d	-0x60eba70fc66e26cd	0x1600c2b7ee2ce608	23	282	305	2	1	1
0x47	-0x63c1fa0eb5084817	0x1604cb681b9802d4	0	388	388	1	0	0
0x2d	0xd921e425f486681	0x1608182b365d0dce	0	487	513	1	1	1
0x58	-0x25c7fa9f69f88c36	0x160ef49a368f1404	0	581	598	1	0	0
0x62	0x4540a1fbb4eaa0fe	0x161df800d10e7a9f	21	72	98	2	0	0
0x100	0x3a84f19f4b970e3e	0x16223f2646a786eb	0	220	529	1	0	0
0x58	-0x49a6475ca65bba71	0x162269e86c35cc21	0	477	494	1	0	0
0xfc	-0x5be337334f673fbb	0x162292d48245727	0	179	487	3	0	0
0x2f	0x77482d206dda9a9f	0x16249796c9d178a0	0	401	401	1	1	1
0x21	0x3c81bf6bf83cfae4	0x1627aa20cde9e3a2	21	94	115	6	0	1
0x1a	-0x8d38ad0c3ae0818	0x162ebea23ddaed50	0	598	598	1	0	0
0x49	-0x2aafa7731c21ec13	0x163489ec68956783	0	73	73	1	0	0
0xef	-0x601e152ab36c01a6	0x1638fba454380d32	0	290	528	1	0	0
0x26	0x32f44922bf6a8261	0x163eb5c309452bdd	0	404	404	1	0	0
0xc9	-0x6ecec994741f6918	0x1640b0f97f2a45f5	0	413	595	1	0	0
0xe6	0x22b2c17c551d1451	0x164461709b622547	13	103	407	3	1	1
0x1d	0x77626fe78ec73e2b	0x16468e702de3d56a	142	249	391	3	0	0
0xc5	0x246f224cf848f9ea	0x1649074d933be089	22	55	625	3	1	1
0x5d	-0x11f40b655e74db03	0x164fe2f5605b4f61	0	214	227	1	0	0
0xc3	0x517bbaa4f52ba641	0x165734c749a62eb8	0	181	353	1	0	0
0x4a	0x7c29ebc266bec14e	0x165ee2a4b5d89003	7	364	379	3	1	1
0xe9	0x59d88b7fb302323f	0x1669055c24887d4a	0	184	475	1	0	0
0x1c	0x3ff1904fa1ee86d6	0x167253fdd2199f2d	0	462	462	1	0	0
0x51	-0x2b3c0e64d14f9382	0x1674aef64a7f575a	0	216	217	1	0	0
0xff	0x531512351e6a98c0	0x1676e692a1c2c2a3	0	175	489	1	0	0
0xe5	0x2457dd4dff70f1a6	0x16910947eef6d7a0	56	181	507	2	0	0
0xfe	0x25edaf031b5ad05f	0x16949ffb355e91cb	0	163	471	1	1	1
0xef	-0x29ce885f09203d71	0x16986104f9dfac89	0	292	530	1	0	0
0xef	0x34973d9f794fc1b7	0x16a14eee1a7de6c3	0	278	516	1	0	0
0xee	-0x4cff811ef618eb80	0x16a3086c3323dc7	0	193	479	1	0	0
0xef	-0x5312bdc63c3e57f5	0x16a400868cd4845d	0	109	347	1	0	0
0xfa	-0x587d717e0ffea372	0x16b59bb395cd1a76	0	166	463	1	1	1
0x109	-0x360aebad38a58da4	0x16b84eb732f68703	0	135	482	1	0	0
0x4b	0x2dcf7438ac0cc3a9	0x16c623f35f3f2588	0	270	278	2	0	0
0x5e	0x1e1cf8137ddf9c19	0x16c88669b4e7b031	0	592	592	1	0	0
0x100	-0x3a878b7c0efddf2a	0x16cb77017632f788	0	185	494	1	0	0
0xc7	-0x7ba110c9653c2bed	0x16cc70af8ee831ac	0	434	607	1	0	0
0x4d	-0x606e2c160a7c039a	0x16d403a67e90b4b1	0	105	105	2	0	0
0x103	0x5d2f2927d7af0bd0	0x16e39bcf5626b69a	0	140	495	1	0	0
0x42	-0x1c44ba2835b0f673	0x16e48327b3d05a9e	0	205	205	1	1	1
0x61	0x71a2d37c0bb343f7	0x16ec7519a86703a1	120	216	336	7	0	0
0xec	-0x69b23e6df7800d7f	0x16f9df1fde7fb7fb	139	143	572	2	0	0
0x4d	-0x24ca0f807bfe9fd4	0x16fc4976e9af46dd	0	253	253	1	1	1
0xc3	0x5018d1657b531bc2	0x16fc57b9849d96f	40	150	362	2	0	0
0x5d	-0x7fe2cef8eed2d947	0x16fed2419745a6da	35	508	556	2	0	0
0xf9	0x3fabf367838df47a	0x170189449e88c93c	0	183	474	1	0	0
0xd3	0x2a573f8cc8aea0a5	0x1704e9eefacfeeef	0	192	392	1	0	0
0x53	0x31889a1a9623cb20	0x170acaa6e18d6851	82	259	341	3	0	0
0x2d	-0x6f521509aed478bf	0x17164c6da87c55d7	62	546	634	8	0	0
0x59	-0x77965d686dbc75a5	0x17169cc440f4d69f	0	140	157	2	0	0
0x57	-0x5ee0a36043736798	0x171b4db7a8276fae	0	80	80	1	0	0
0xce	0xc823dfeda3277b	0x171d6fb9f914c92e	0	390	591	1	0	0
0xf9	-0x4bc241d54008d668	0x17216a7875dce0c8	0	71	362	1	0	0
0x25	0x7aa100ba0dba56d8	0x1726fbde743e725f	0	138	141	1	1	1
0xf3	-0x5978a536560c3427	0x172b191564c81e68	0	240	527	1	1	1
0x107	0x48cf9d78d7e2fa6	0x1735e37ff42b2d75	0	276	590	1	1	1
0xdd	0x4839f422f830cba5	0x1735fc6041c3e973	31	192	457	3	0	1
0x53	0x3fc48a5752fe4dea	0x1738f5c4ca9a30ed	0	123	123	1	0	0
0x112	0x49eee617a985e4e5	0x17399fb82ba07b2f	0	441	442	1	1	1
0x4d	0x17804a43940a916a	0x173b471f9ff321	1	107	108	3	1	1
0x49	-0x2dd9378496fceeb	0x1740a6adef73d1c3	0	116	116	1	0	0
0xf9	0x1eb3bb8b508370af	0x1743bf522b8583c8	0	171	462	1	0	0
0xef	-0x6ff6bd2d6f87bd3b	0x174f6865a43bd3ae	0	305	543	1	0	0
0xfd	-0x66a1ee3af9f0478	0x175334d1922c0683	55	74	438	2	0	0
0xf9	0x5c89cc8034a58fb4	0x17545e8c13c067a6	0	286	577	1	0	0
0xde	0x62bfb8028d28359d	0x1757fec30e8d3d43	0	360	601	1	0	0
0xf2	-0x7e296039fcd42150	0x175c5dd1ee11bf07	0	328	620	1	0	0
0x1c	-0x691363f99c2529bb	0x17628e74294d8229	0	249	249	1	0	0
0x109	0x7dfeb8498027a1c5	0x17629c6634161dd8	0	248	595	1	0	0
0x4c	-0xc2f11e989fe56ca	0x17653ad9fa96cc9e	7	203	210	3	0	0
0xd2	0x3f0d572f3cd9bab8	0x1765e582a210c31c	0	73	273	1	0	0
0xef	0xb0ab3a8d750cb35	0x17664577321038b	6	378	622	2	0	0
0x71	-0x6d4fe29a15483684	0x17669e3639e0d161	112	52	164	2	0	0
0x1a	0x5686757fe79c6c8d	0x176b5f32a22155ee	0	114	114	1	1	1
0x5d	0x13830d9244f78cd7	0x177b454e8ce9ba00	0	554	567	1	0	0
0x1b	-0x212ed8193e533444	0x177db832c886034c	41	583	628	2	0	0
0x4c	-0x49829de937995e87	0x1783efe86b51be76	0	635	635	1	0	0
0x27	0x79481de999b5dede	0x178e72b34627646f	0	532	553	1	0	0
0xf9	-0xe74a14a45350272	0x1791833b6ab65816	6	295	592	2	0	0
0xc3	-0x44bafd1f86bcfb1a	0x1795037e28100552	1	80	253	3	0	1
0x52	-0x5e756ec9b363e2b	0x179ef2cb357cc10c	0	118	118	1	0	0
0xf6	0x6bee3fd1e3a180c4	0x17a6f25f4d5789e6	0	180	483	2	0	0
0xcf	0x5a7068eece2f9b12	0x17a84877497aa315	66	98	356	4	0	1
0xd4	0x8f210408a2cf8c9	0x17ab03e788bbe181	141	214	559	120	0	0
0x4b	0x403fc039169e8e4c	0x17b214d85c6be32c	0	524	532	1	0	0
0x43	0x591a9fa53421b5b2	0x17b48fc3cb5a6557	0	280	280	1	0	0
0x30	-0x5160659df4e0591	0x17b59c54e92d8355	0	392	412	1	0	0
0xf9	0x6913acc44abd093e	0x17b92c09c246cccc	0	178	469	1	0	0
0xe5	0x3d01a8f6deb6e6c	0x17c087e6c906b82c	0	336	606	1	0	0
0x109	-0x22046c555c775922	0x17c131bbabce11d	0	132	479	1	0	0
0xf1	-0x2a5ab38ed2d484c5	0x17c29bb828517807	0	129	416	1	0	0
0xd4	-0x6d5b9faa5a5814e7	0x17c5e5e683c78114	0	190	394	1	1	1
0xe6	0x6a56e17a85bcd781	0x17c7d5ae867f8be3	0	156	447	1	0	0
0x4e	0x1d40129e068c7507	0x17c85233cde32307	0	397	397	1	0	0
0x18	-0x6c1189911c95236e	0x17cd66658915a8ba	0	65	66	1	0	0
0x1f	-0xd198a99d3dcfebd	0x17d824266519218e	0	182	182	1	0	0
0x1e	-0xa3ff6f16800a0cb	0x17dc90a09d47674f	0	427	427	1	0	0
0xef	-0x4f236a3afa59c672	0x17e03f78d932e31a	0	285	523	1	0	0
0xf2	-0x452d1afcd63d951d	0x17e23a1e76ac36a	122	70	484	8	0	0
0x2c	0x561444856cc83ff3	0x17e3b17762582485	82	353	452	3	0	0
0xcf	-0x585b7e2f8881b6bf	0x17e95687ad1a0724	0	244	436	1	1	1
0x3f	-0x2186150373289868	0x17eeafd15a47573e	0	566	566	1	0	0
0x50	-0x78e1f836649957ef	0x17eed6f010954db4	0	456	469	1	0	0
0x1c	-0x1ab87478fde9b69f	0x18098202a1bdb504	0	219	219	1	1	1
0xff	0x9988a9bed4fdfec	0x180e5d3a6f21b39d	0	95	409	1	0	0
0xf1	-0x53b51eab2035f699	0x1813c477ac7a6da6	0	340	627	1	0	0
0xe4	-0x68f9de5989a2c7b4	0x181c9440c2d70dab	75	235	598	4	0	0
0xf1	0x6b77ae67dbc14a1e	0x181ecae22e6725fb	5	215	507	2	0	0
0x31	0x6f8429c80ce0fc76	0x18203505c42e9d80	0	63	73	1	0	0
0xef	0x1c60279694892415	0x1824027e9203a896	0	96	334	1	0	0
0x26	-0x7a665994a933fea3	0x18250ac110146796	0	410	410	1	0	0
0x107	0x6e2744d979895bb2	0x18265a42a60f01ba	0	141	455	1	0	0
0x56	-0x1bbf15b31ed57681	0x18296a9c90268477	0	294	295	2	1	1
0x53	-0x2bdda20c5bf8149f	0x182c211788443ed0	0	88	88	1	0	0
0x1a	0x44ab019d76f7a4c4	0x183206ab4127a332	0	459	459	2	0	0
0x20	0x57834d86a3965ab3	0x1833de4f6e043f0b	0	99	99	1	1	1
0x4f	0x2e8a30bf3fe5b89d	0x183a927b27c3c66e	95	380	481	6	1	0
0xc5	0x317113969bbd628f	0x183cdddeafcc4fe6	0	52	600	1	0	0
0x104	0x1939b9fea848ef98	0x184130782a133b8a	0	272	586	1	0	0
0xf2	0x23e40a25b2a160fd	0x18440dd3e436cfb5	0	105	397	1	0	0
0xd2	0x49b75f1b01dac613	0x1848b9439400d9fe	0	135	335	1	0	0
0xcb	0x7d7c7afbc674b655	0x184b884ebed814b6	58	70	314	2	0	0
0xdb	0x1def41e6e135f422	0x1851885261a6265d	0	143	403	1	0	0
0x101	0x7c851aba3948ee5d	0x1853a9c53167232a	0	110	418	1	0	0
0xff	0x132164a2b2617b06	0x185d9df79d4a7fe6	0	60	374	1	0	0
0x21	-0xb182bed2628a905	0x185f7dc8fe17202	34	460	494	13	0	0
0x5d	-0x6fef730a14faa566	0x1861ba920c56ba98	0	593	606	1	0	0
0x5d	0x7a5ba18b4e5cd102	0x1861c4515633ef4	0	572	585	1	0	0
0xe9	-0x1a7298cf8757bf18	0x1863ad0cb7c29927	0	332	623	1	0	0
0xf2	-0x4dd64d4f8cc76645	0x18667d4d7d29794d	0	139	431	1	0	0
0x53	0x7ea43aa733787ad6	0x1869f8b3b46677de	0	481	481	2	0	0
0xfc	0x4fc36bdd79bde08	0x186bbdd32b57b994	0	216	524	1	0	0
0xd3	0xdeb72603cc8f949	0x186fdf701c13834d	0	285	485	1	1	1
0x22	-0x7fe2cef8eed2d947	0x18750297fc1331ce	18	62	80	2	0	0
0x41	-0x10b040c2f034d20e	0x1878bcca1ce4a983	0	414	414	1	1	1
0x71	0x4d85d99b7bac345b	0x18796326e64acb7a	0	423	423	1	0	0
0xf7	-0xa5350ec79b5eb0a	0x188618a43a04d0c2	1	119	399	2	0	0
0xf2	0x7e80d71195d83b72	0x18894a462f22f709	0	127	419	2	0	0
0xf2	0x23c303d6638a4f7e	0x188bce78e7d3fc57	0	86	378	1	0	0
0x3b	-0x64fcca967396937b	0x188d0c280152ae2f	3	70	73	3	0	0
0xd2	-0x14792404896fe124	0x189259ee61ecd552	0	113	313	1	0	0
0x106	0x1db35b697efb50f3	0x1893f0fce87f991a	20	73	444	2	0	0
0xf9	0x1053df642f56eb5a	0x189c6337f32e1efc	0	71	362	1	0	0
0xe3	0x52877987a58bd140	0x18a34c707b6ef9e9	0	225	494	1	0	0
0xc7	0xace2092329adf1e	0x18a4a32412f5b354	0	50	223	1	0	0
0x56	0x632a78a75db6c89a	0x18a6b2bb91ac07ac	0	326	327	1	0	0
0x101	-0x3c25d1f06a855a42	0x18aab1b1c1e527de	0	300	608	1	0	0
0xe0	-0x48ed895701a90534	0x18ae1db95fca8ad5	0	381	615	1	0	0
0x27	0x370582c0f81be6a5	0x18b3de283a93673d	0	368	389	1	0	0
0x104	-0xd9876e72acb0f17	0x18bcae37cd548e66	0	148	462	1	0	0
0x3f	-0x1f4008690320daed	0x18bf8856515b69f	12	404	416	3	0	0
0x70	-0x69d392d103bb8a9a	0x18c09b13b7650ff	118	233	362	6	0	0
0x29	-0x2c08dfcaba32af9c	0x18ceb5d7ef32abad	0	254	255	1	0	0
0x107	0x1d2cbb9792ce196a	0x18d05013db1ec2d3	7	273	594	3	0	0
0xd3	-0x6b0e89afb3da1b06	0x18da5afb4e4f18a9	196	96	492	3	1	1
0xdb	-0x628ebc1f400e648f	0x18dafb215e1e5b7c	53	90	403	2	0	0
0xe8	-0x3f27f4abe1da289e	0x18dc1ee3286dfd91	1	235	531	4	0	0
0xe4	-0x4c3d2d6986301c18	0x18e4035232d8248e	0	58	346	1	0	0
0x1c	0x2b8334536dd84ced	0x18e5de167cab2ddb	91	353	444	11	0	0
0x5d	0x6bf0062968e81edd	0x18e6c9564698bb61	0	461	474	2	0	0
0xce	-0x20312d0314f19275	0x18eb5baf68081437	0	435	636	1	0	0
0x108	0x366508da2379aaa8	0x18ece25a92cd3ca9	0	177	500	1	0	0
0x4b	0x11a19257c585dfd2	0x18f1d9e19942d520	142	163	313	5	0	0
0xdc	-0x73951f6073a09785	0x18f2485b003a7a2d	0	267	504	1	0	0
0xe8	-0x7c592aabe63d1e45	0x18f2607d2537b1de	0	319	614	1	0	0
0xe4	-0x7bb1e4d8fd068091	0x18f3541e5c4a6750	0	192	480	1	0	0
0x2c	-0x462f5e4ca027c459	0x18f5362447cfe7b8	2	444	463	2	0	1
0xe4	-0x49651163cf28ff23	0x18f7d5648bdefb2c	86	184	558	3	0	0
0xe3	0x3b7748b8e98ccd43	0x19089a6a41d262a	0	64	333	1	0	0
0xf9	0x1d0a7f8032ce0457	0x1908ba71472a48cd	16	230	537	14	0	0
0x25	-0x5460245544af295e	0x1908e925b95155f4	1	621	625	2	1	1
0x31	0x60c1d9492e51faf3	0x1909cab153f45f33	0	475	485	1	1	1
0xdd	-0x145e440fb3c23a28	0x190bf4f086059a8f	0	63	297	2	0	0
0x2d	0x188409349bfddcb0	0x1915076e7d03643a	3	562	591	2	0	0
0x31	-0x3b69ef4552b7000c	0x1916c42d4fa48571	0	97	107	1	1	1
0xef	-0x5d69045a7057a65d	0x191ed8e7faa3b0f9	0	122	360	1	0	0
0xee	0x4100435ab6ab9564	0x191f48da3542a80	0	131	417	1	0	0
0x35	0x4b0bf508fe6b9662	0x192b1f92fad827b4	32	187	219	4	0	0
0x3e	0x190af92ceae76121	0x19335f8f520eed5f	0	97	97	1	0	0
0x10e	0x63542e9cb049900f	0x1935787a7520ca39	0	150	497	1	0	0
0x2d	0x3f53485a45a7fbb4	0x193aee6457fcc6ae	0	471	497	1	0	0
0x32	-0x76144f3327279d20	0x193d1fde73164da7	0	371	371	1	0	0
0x1e	0x353f0918518fc11c	0x193ea751a608c003	0	459	459	1	0	0
0xc9	-0x1319d68855c779c8	0x194491ccd5c34e1b	0	390	572	1	0	0
0x21	-0x79bc6665d97df574	0x1945d2a558973dd6	0	170	170	1	1	1
0x25	0x11470f432f702314	0x19472f7365a56b57	83	95	181	3	0	0
0x39	0x2fcc17ebc6a9b7af	0x1950c274021a6c47	0	191	191	1	1	1
0xe3	-0x7fcbf9dbe10c66ba	0x19524c2deafa83fd	141	89	499	4	1	1
0x1d	0x2fe5b81530721b46	0x19543bad84797b02	0	315	315	1	0	0
0x2c	0x7d175aa1cd1f2bb3	0x1954739f06dd1546	188	267	472	3	0	1
0x26	0x325cafcdbf654e37	0x1958cac1b3750ddc	0	146	146	3	0	0
0xc3	0x6c9780b2bca903ad	0x195f21965e44c01a	0	62	234	1	0	0
0x10c	0x1f4c605e4272afef	0x19635587535e6499	0	101	459	1	0	0
0x114	0x5c479a02d253d173	0x19653a084bdff8ff	0	84	574	1	0	0
0x70	-0x512f08637d6c54a7	0x197106718ba01fb4	0	568	579	1	0	0
0x4c	-0x428c5e19df3ece84	0x1979971fc7e0649c	0	507	507	1	0	0
0x42	-0x716b0cf9b8068367	0x197e3dcc839b4a09	0	325	325	1	0	0
0xd2	0x60633cf3216b469b	0x197e98ab67ec5595	0	412	612	1	0	0
0x50	-0x408e44ebd612b357	0x19818df41abf8ce1	148	439	600	4	0	0
0x3e	0x72b14705f03d63e2	0x19874df8c95d7670	0	459	459	1	0	0
0x109	0x2391b7bc9235f3c1	0x1988752e2fe4cdf0	0	163	510	1	0	0
0xe4	-0x2ba383841f283d96	0x1996acd671ce8fe1	113	185	586	2	0	0
0xd2	-0x335e49e5fbfe85bb	0x1999b6a6980bcd1c	0	274	474	4	0	0
0x4d	-0x10cf69ee163f336	0x199a70a614b3d1eb	0	507	507	1	0	0
0xe8	-0x5aecb15983acd8c3	0x199c816f4f97fde6	0	103	398	1	0	0
0xfd	-0x6b34cca13658846c	0x19ab67685e32126e	54	62	425	6	0	0
0x1f	0x54b02fcfe7f2ba52	0x19af9de28b8185f0	0	478	478	2	1	1
0xdd	0x4f71ff7d30ff7ba	0x19b1e3d493b8d3f3	61	89	384	2	1	1
0x53	0x72a9a74c03ae02b0	0x19b4ff11c0363ac6	0	450	450	1	1	1
0x5d	-0x1ee9ae94e22a6929	0x19b8ce5e708a9a68	133	96	242	3	0	0
0xe8	0x2e61875f401d6fca	0x19ba5ca5f561e57b	0	237	532	1	0	0
0x44	-0x6b4c3e08baca2974	0x19bbd5ea391b8dc	1	511	517	2	0	0
0x43	0x4a6fab0123daf278	0x19bd17f2f6fb223a	60	256	316	4	0	0
0x10e	-0x604823e7da755626	0x19c074d35c4f4ce	0	216	563	1	0	0
0xef	-0x19129138fcff53e5	0x19c475e688045b6	0	395	633	1	0	0
0xfe	0x3ebfaab4d29af204	0x19c6c790dd7e9f42	0	217	525	1	0	0
0x3b	0x308ce944bd7ed2ad	0x19c79e95dc47d962	0	88	88	1	0	0
0xe7	0x253586230ce0231	0x19cc96dd7d315a38	0	304	590	1	1	1
0x102	-0x3fbfa04d0d2d7ce1	0x19dc9e0636723b92	1	258	571	2	0	0
0x1c	-0x17d594052a210556	0x19e25562754bd122	95	249	344	2	0	0
0xe8	-0xbeaa02c41c6822	0x19e905e9f66373d8	5	104	404	2	0	0
0x103	0x614d6f4dc1324ee2	0x19efa7a1dc337e59	12	94	461	2	1	1
0x46	0x778216265e31b76	0x19fb8a04d315a68c	0	487	487	1	0	0
0x2c	-0x7d1a89c337e31ed3	0x19fc7eae4957ee46	9	484	510	3	0	0
0xdb	0x240d7392a40e9630	0x19feebffddc02635	0	173	433	1	0	0
0x2d	-0x37d96e8a6e5af9ab	0x1a0742f15442fdba	0	402	428	1	1	1
0x106	0x4e527bceab58b674	0x1a162b21bf063cb7	0	179	530	2	0	0
0xf1	0x6a6b1893045d58f7	0x1a16adcc4a074ef0	224	112	623	8	0	0
0x29	0x31d3d2919272ede6	0x1a1d94e35497d41a	0	256	257	1	0	0
0xc3	0x4a5989c2055bce87	0x1a1f1a1b50523315	0	311	483	3	0	0
0xe1	0x34ff31eba4c93df9	0x1a2369445c048989	14	51	305	2	0	0
0x5e	0x71ddc28553356098	0x1a29d571bb165f15	0	500	500	1	0	0
0x51	-0x4d28a76af82623fa	0x1a36582243f15466	0	149	150	2	0	0
0xe5	-0x58b680fbfdb60fc	0x1a36b9bfc1036cef	0	294	564	1	0	0
0x62	0x2cbef1df89618ef8	0x1a37fa209fc1ac29	22	199	226	2	1	1
0xef	0x2c7103aa2a9d4262	0x1a38850822a44c28	58	282	578	2	1	1
0x61	0x1f1bb50006cf6192	0x1a3c2dd56b5ec5aa	122	315	437	8	0	0
0x102	0x7a10095952d43a59	0x1a414c7a1a18f368	103	92	507	4	0	0
0xf0	-0x2684e5b79ed12187	0x1a4432c6b595a340	0	174	461	2	0	0
0x3a	-0x4cd68fbf67e6fab7	0x1a460d519cd794ab	0	208	216	1	0	0
0x112	0x52877987a58bd140	0x1a522152c532bc44	0	535	536	1	0	0
0x53	-0x469eb506add302f	0x1a57d61f4045252	0	118	118	1	0	0
0x56	0x6960177b6a043c8	0x1a6180182035ecd	0	573	574	3	0	0
0x115	-0x5926988fa5f6b9fc	0x1a6373e200498e9a	155	92	616	6	0	0
0xc3	-0x197ee17df1409ddf	0x1a6411cf338cf6fb	0	115	287	1	0	0
0x61	-0x1fcf8a3d698ac438	0x1a65c758a03815eb	0	431	431	1	0	0
0xd3	0x34da28cd014269c4	0x1a6d9e3336fba884	53	325	578	2	0	0
0x10a	-0x76ab2ea6190cf9ff	0x1a7261cb0bd3f784	0	155	485	1	1	1
0x19	-0x780219986a8ee22a	0x1a7792e9cbbb77b6	0	125	125	1	0	0
0x19	-0x4739ea5fe1e3dbda	0x1a7b624517c891c2	1	271	272	2	0	0
0x47	-0xc5ce7470d67365e	0x1a81d93122005b47	24	103	127	2	0	1
0x58	-0x3f936a7b0f4c54c6	0x1a824891db8c6bb3	0	319	336	1	0	0
0x10a	-0x119fd4cea2476145	0x1a873e3fa7cd8ec8	0	207	537	1	0	0
0x1f	-0x3f4edfb639cd8d66	0x1a8923ef95577f34	0	539	539	1	0	0
0x103	0x461384852874077	0x1a89678e49f9efc0	105	149	609	5	0	0
0x10a	0x62842df796bc9491	0x1a8afd2bdbec9311	0	304	634	1	0	0
0x5a	-0x3c29e7f4d46a45d9	0x1a8f676a3597c99c	0	264	266	1	0	0
0x5b	-0x27000d9dc5eeb93d	0x1a92b983f9ec1158	8	468	482	5	0	0
0x32	-0x7bb187c0862c8fdb	0x1a992b1ccf6fc2b8	1	472	473	2	0	0
0xe8	-0x4e7287c6f5622932	0x1a9ebcaf568d1b41	0	132	427	1	0	0
0x10a	-0x7dac857d84e0d478	0x1aa1b9e94f852e6a	1	284	615	6	0	0
0x1f	0xb7873e954c90e4f	0x1aadf954f076c4a7	109	350	459	4	0	0
0x23	-0x3c484f6d118b5cac	0x1aafe34943b7670b	0	548	548	1	1	1
0xf1	-0x5272a8975548d50b	0x1ab36efa9c1cf8cf	144	75	506	2	0	0
0x3e	-0x78fe13eb48fe9d49	0x1abb498a79babd68	0	205	205	1	1	1
0xf2	-0x4de43b46dde54124	0x1aca7072479b5000	0	79	371	1	0	0
0xf9	-0x6683031921703c3	0x1acd0298fcbd3350	0	52	343	1	0	0
0x53	-0x581138cbf5092355	0x1ad7d1695cd97b60	120	53	173	2	0	0
0x32	-0x487c48e2ceb09dcb	0x1add22253d54a893	0	472	472	1	0	0
0xd1	-0x4c3d2d6986301c18	0x1adfb67c3c10ef6e	0	242	431	1	0	0
0xec	-0x3a6dc78998ac36aa	0x1ae06fa553262c3e	135	71	496	4	0	0
0xfd	-0x71b78b55cd988563	0x1aed338db26ad2e3	0	303	612	1	0	0
0xe7	-0x62216bd6a1adf000	0x1af2dd56b8b2291	43	293	622	2	0	0
0x109	0x5fb55f6563562e34	0x1afabd931603f775	0	238	585	1	0	0
0x26	0x6b75dd85d2a9ae4f	0x1afbc323cabec4b5	140	148	288	2	1	1
0x38	0x24f246f05f8f0439	0x1afd6d0251ce6d77	71	72	146	8	0	0
0x4c	-0x2b3c0e64d14f9382	0x1afe94c24454807b	206	136	342	2	0	0
0x44	-0x68594a955d5f371b	0x1aff037ecf4ffde3	0	506	511	1	0	0
0x49	-0x49843a7f0053899b	0x1b01fefc509734d8	0	118	118	1	0	0
0x5f	-0x2de345ec833f1ed7	0x1b0ae02737aa4ed	0	331	331	1	1	1
0x5a	0x7c52dcaf239bfb21	0x1b0b2a4f85970baf	0	318	320	1	0	0
0xf9	0x432a1e719ea9746b	0x1b0bc8321b473761	0	310	601	1	0	0
0x4d	0x4bc074082206120	0x1b0e6ecdd0272007	0	312	312	1	0	0
0x50	0x3f4a45617b71825c	0x1b0f7407088c6a23	123	366	502	3	1	0
0xfa	0x52257771486ad59a	0x1b1223afc7d3e10f	0	193	490	1	0	0
0xcf	0x690122b17a373406	0x1b1c993358dd8ca1	0	139	331	1	1	1
0x61	0x69b4111997d818ae	0x1b1ed14758c27636	0	412	412	1	0	0
0xf2	-0x2bf3ce5dbd93c88e	0x1b1f01ca6c7e187	3	162	457	4	0	1
0x49	-0x649e1116fb7826aa	0x1b22708bb0e95bec	0	594	594	2	0	0
0xee	0x390b687be2b80684	0x1b2b6fc3847a2eda	0	238	524	1	0	0
0xe8	0x5c9b8758d0db7dfe	0x1b3042bbfe407688	0	186	481	1	0	0
0xf2	0x43f8be4b694d5ac6	0x1b39468812e27e52	139	105	536	4	0	0
0x2f	-0x48ddfd08b9f5606c	0x1b3c27b1c35e59b3	49	186	235	3	0	0
0x112	-0x30e088b1caa1798	0x1b3c33676a66c8cc	22	400	423	2	1	0
0xc4	0x45eabb9d2cd7fa02	0x1b3f6c469b7fe396	1	232	407	5	0	1
0xc3	-0x329bcdcdeb232cde	0x1b3f960116766beb	0	381	553	1	0	0
0x1a	-0x6f4b7475036a798a	0x1b41645b3db2e516	0	87	87	3	0	0
0x44	0x21fd3112ea284645	0x1b431fa8bb215db0	0	320	325	1	0	0
0xc9	0x3ea153403ba99576	0x1b4787bbc2ab2dac	4	189	375	3	0	0
0x107	-0x63963ffc75ab651d	0x1b4af9bd47be007	0	169	483	1	0	0
0x54	0x61b59cdad8160170	0x1b4df11652dd6a8e	0	537	551	2	0	0
